"EU MRV & IMO DCS Combined ""Per Voyage Reporting"" Form",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ship Name:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMO No.:,,,,"* in case of ""Other Cargo Ship"" or if you wish to further specify ship type, please do so below:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ship Type:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Departure ,Arr. Anchor,Fuel Quantiry ROB (at departure and at arrival at anchorage) in MT,,,,,,,,,,Initiate shift to Berth,Arrival in Port,Fuel Quantiry ROB (prior shift and at arrival in port) in MT,,,,,,,,,,Dep. for next voyage,Fuel Quantiry ROB (arrival and at departure for next voyage) in MT ,,,,,,,,,,"Total Fuel Consumption during the voyage, in Metric Tonnes (MT)",,,,,,,,,Hours Underway,Distance,Cargo ,Cargo Units,Default Weight (MT),,Guidance on Cargo Units Selection,,,,,,,,,,,,,,,,,Type of Ship,,Cargo Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,General Cargo Ship,Metric Tonnes (MT),OR,Metric Tonnes (Deadweight Carried),,,,,,,,,,,,,,Vehicle Carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerated Cargo Ship,Metric Tonnes (MT),,,,,,,,,,,,,,,,Combination Carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,Vehicle Carrier,Metric Tonnes (MT),OR,Metric Tonnes (Deadweight Carried),,,,,,,,,,,,,,Ro-Pax Ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,ROB Departure,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB prior shift,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,ROB Dep. Next,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,Combination Carrier,Metric Tonnes (MT),,,,,,,,,,,,,,,,Container/Ro-Ro Cargo Ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,Ro-Pax Ship,Passengers,AND,Metric Tonnes (MT),OR,Occupied lane meters * default weight,OR,Number of Cargo Units * default weight,,,,,,,,,,Other Cargo Ship*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,Container/Ro-Ro Cargo Ship,Cubic Meters (volume of cargo onboard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,Other Cargo Ship*,Metric Tonnes (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,ROB Departure,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB prior shift,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,ROB Dep. Next,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,ROB Departure,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB prior shift,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,ROB Dep. Next,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,ROB Departure,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB prior shift,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,ROB Dep. Next,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,ROB Departure,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB prior shift,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,ROB Dep. Next,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#REF!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,#REF!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,ROB Departure,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB prior shift,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,ROB Dep. Next,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,ROB Departure,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB prior shift,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,ROB Dep. Next,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,ROB Departure,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB prior shift,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,ROB Dep. Next,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,ROB Departure,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB prior shift,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,ROB Dep. Next,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bunker Supply,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Bunker Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Bunker Supply,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ROB Arr. Anchor,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,ROB Arrival,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fuel Cons.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
